participant,group-id,n-comments,n-votes,n-agree,n-disagree,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164
270,0,0,80,47,19,,1,,1,-1,1,1,1,1,,,1,0,1,-1,1,0,1,-1,1,-1,-1,,1,1,1,-1,0,1,0,-1,1,0,-1,1,0,1,-1,-1,,0,,1,,,,,,,1,,,1,1,,,,,,1,1,,,1,1,0,,,,,-1,1,1,-1,,,1,-1,-1,1,1,0,1,,-1,,1,,,,,,1,1,,0,1,1,,,1,,,0,,1,1,1,1,,,1,-1,,1,,-1,0,,1,1,,1,,,-1,,-1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,0,0,9,6,2,,1,,,,,,,,,1,,,,,,0,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,1,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,0,1,94,51,31,,-1,,-1,-1,1,1,-1,1,1,0,-1,1,1,0,-1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,-1,-1,-1,-1,0,-1,1,-1,0,1,1,,-1,,,,,,,1,,,1,1,,,,1,,1,-1,1,,1,-1,1,,,,,1,-1,1,-1,,,1,1,0,1,1,0,-1,,1,,-1,,,1,,,1,1,,1,1,-1,,-1,-1,,,1,0,1,-1,0,1,1,1,1,0,-1,1,,1,1,,1,1,,1,,,1,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1,1,79,40,35,,1,,,-1,-1,-1,1,1,1,-1,1,-1,,-1,-1,-1,1,-1,,-1,1,-1,1,,1,0,0,-1,1,1,-1,-1,-1,0,1,-1,,1,0,1,,-1,,,,,,,-1,,,-1,,,,,1,,1,,1,,-1,1,1,,,,,-1,1,1,-1,,,,1,,1,-1,1,1,,1,,1,,,-1,,,,,,-1,-1,1,,-1,-1,,,,,1,1,1,1,1,-1,1,1,-1,-1,,,-1,,1,1,,1,,,-1,1,-1,-1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,0,0,72,52,12,,1,,-1,-1,1,,1,,1,,1,1,1,,0,1,,-1,1,-1,,-1,,1,1,,-1,0,1,1,0,1,0,,,,0,0,-1,-1,,,,,,,,,1,,,1,1,,,,1,,1,,1,,,-1,1,,,,,-1,1,,1,,,1,0,1,1,1,,,,1,,1,,,-1,,,,0,,1,1,1,,,-1,,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,,1,,1,,,1,,1,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,0,0,96,69,26,,1,,1,1,1,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,,-1,,,,,,,1,,,-1,1,,,,1,,1,-1,1,,1,1,1,,,,,1,1,1,-1,,,1,1,1,1,1,1,-1,,1,,-1,,,1,,,1,1,,-1,1,1,,1,1,,,1,1,1,1,1,1,1,-1,1,1,1,1,,1,1,,1,1,,1,,1,0,1,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,0,1,106,75,24,,1,,1,1,1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,0,-1,-1,-1,1,-1,-1,1,-1,1,-1,,1,,,,,,,1,,,1,0,,,,1,,1,1,1,,1,1,1,,,,,-1,0,1,-1,,,1,1,-1,0,1,1,0,,1,,1,,,1,,,1,1,,-1,1,1,,1,1,,,1,1,1,-1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,1,1,1,1,-1,1,,,,,1,1,1,1,1,,-1,1,-1,1,1,,,0,,,,,,,,,,0,,,,,,,
298,1,0,103,63,37,,1,,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,1,,-1,,,,,,,1,,,1,1,,,,1,,-1,1,1,,1,1,1,,,,,-1,1,1,-1,,,-1,-1,1,1,-1,0,1,,-1,,-1,,,-1,,,-1,1,,-1,1,1,,1,1,,,1,1,1,1,1,1,1,-1,1,-1,-1,-1,,1,-1,,1,-1,,0,,1,1,-1,1,-1,-1,,,,,1,1,1,1,1,,0,-1,-1,1,,,,,,,,,,,,,,,,,,,,,
300,0,0,94,49,27,,1,,-1,-1,1,1,1,1,1,,-1,,1,-1,0,0,,,1,-1,-1,-1,-1,0,1,-1,-1,0,-1,-1,1,-1,-1,1,,1,-1,-1,1,-1,,,,,,,,,0,,,,1,,,,1,,1,-1,1,,1,1,0,,,,,-1,1,1,-1,,,1,0,0,1,1,0,1,,1,,1,,,-1,,,1,0,,1,0,1,,-1,1,,,1,1,0,-1,0,0,1,1,1,0,-1,-1,,1,1,,,-1,,1,,1,1,1,1,1,-1,,,,,1,0,1,,1,,0,0,1,1,,,,,,,,,,,,,,,,,,,,,
302,0,0,103,76,25,,1,,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,1,0,1,1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,-1,1,1,,1,1,1,,,,,-1,1,1,1,,,1,-1,1,1,-1,1,-1,,1,,-1,,,1,,,1,1,,-1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,,1,1,1,-1,1,-1,,,,,1,1,1,1,1,,1,1,-1,1,,,,,,,,,,,,,,,,,,,,,
303,0,0,103,44,45,,-1,,-1,-1,1,1,1,1,1,1,-1,0,1,-1,-1,1,1,-1,1,-1,-1,-1,-1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,,-1,,,,,,,1,,,1,0,,,,1,,-1,-1,1,,1,1,0,,,,,-1,0,-1,-1,,,-1,-1,-1,1,1,0,-1,,1,,-1,,,-1,,,1,-1,,-1,1,1,,-1,-1,,,-1,1,1,-1,1,1,1,0,1,0,-1,-1,,1,1,,1,-1,,0,,1,1,1,0,0,-1,,,,,1,1,1,1,1,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,
306,0,0,120,81,39,,1,,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,-1,1,,1,1,1,,,,,1,1,1,-1,,,-1,-1,-1,1,1,1,1,,1,,-1,,,-1,,,1,1,,-1,1,1,,-1,-1,,,1,1,1,1,1,1,1,1,1,1,1,-1,,1,1,,1,1,,1,,1,1,-1,-1,1,-1,,,,,1,1,1,1,1,,1,1,-1,1,1,,,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,,,-1,1,1
310,0,0,61,40,15,,1,,1,1,,,-1,,,,,1,,,,1,-1,,,,,1,-1,0,,1,,,,,-1,-1,-1,-1,1,1,,-1,,-1,,1,,,,,,,1,,,,0,,,,1,,1,1,1,,,0,0,,,,,,-1,1,1,,,1,,-1,1,,,1,,1,,0,,,-1,,,0,,,-1,,1,,,1,,,1,,1,1,1,1,1,1,,1,,1,,,,,,1,,,,,,1,1,-1,1,,,,,1,,1,1,,,-1,1,,,,,,,,,,,,,,,,,,,,,,,
314,0,3,108,77,23,,1,,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,1,1,1,-1,0,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,0,1,1,-1,,,1,1,-1,1,0,0,1,,1,,-1,,,1,,,1,1,,-1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,0,0,0,,1,1,,1,1,,1,,1,-1,1,1,1,1,,,,,1,-1,1,1,1,,1,1,1,1,-1,,,-1,1,1,,,1,,,,,,,,,,,,
315,0,1,104,41,24,,0,,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,-1,0,-1,0,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,,0,,,,,,,1,,,0,1,,,,1,,0,1,0,,0,1,0,,,,,-1,0,1,0,,,-1,0,-1,0,0,0,-1,,1,,-1,,,0,,,1,0,,-1,0,1,,1,-1,,,1,1,1,0,0,1,1,1,1,0,0,0,,0,0,,1,0,,0,,1,-1,1,1,0,-1,,,,,1,-1,-1,1,1,,0,-1,1,0,,,,,,,1,,,,,,,,,,,,,,
316,0,0,82,48,28,,-1,,0,-1,1,1,1,1,1,1,,-1,1,,-1,0,1,-1,1,-1,,,-1,1,,1,-1,1,-1,1,,-1,-1,,-1,-1,-1,1,1,-1,,1,,,,,,,1,,,,1,,,,1,,-1,1,1,,1,1,,,,,,,-1,1,-1,,,,-1,-1,1,,1,-1,,1,,1,,,-1,,,1,1,,-1,1,1,,,1,,,1,1,,1,,,1,0,,0,,1,,0,-1,,1,-1,,-1,,1,1,1,-1,,,,,,,1,1,1,1,1,,0,1,-1,,,,,,,,,,,,,,,,,,,,,,
317,1,0,96,51,32,,1,,1,1,1,,1,1,1,-1,1,-1,1,0,1,0,,0,1,0,1,-1,-1,,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,,-1,1,1,-1,,,,,,,,,1,,,1,0,,,,1,,-1,-1,1,,1,1,1,,,,,0,0,1,-1,,,-1,-1,,1,-1,1,1,,-1,,1,,,-1,,,1,1,,-1,1,1,,0,0,,,1,1,1,0,1,1,1,1,,-1,1,0,,0,-1,,1,-1,,1,,1,-1,-1,1,-1,-1,,,,,1,1,1,1,1,,-1,-1,1,0,,,,,,,,,,,,,,,,,,,,,
318,0,0,103,56,30,,1,,-1,-1,1,1,1,1,1,1,-1,1,1,0,0,-1,1,-1,1,-1,0,-1,0,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,,1,,,,,,,1,,,1,1,,,,1,,0,-1,1,,1,1,1,,,,,0,1,1,-1,,,-1,1,1,1,-1,1,-1,,1,,1,,,1,,,1,1,,-1,1,0,,-1,1,,,1,1,1,0,1,-1,1,0,1,0,1,0,,1,1,,1,1,,1,,1,-1,-1,-1,0,-1,,,,,1,0,1,1,1,,0,-1,0,0,,,,,,,,,,,,,,,,,,,,,
320,0,0,87,46,17,,0,,1,1,1,1,1,,1,1,1,1,1,,0,,0,0,1,,0,-1,-1,0,1,1,-1,-1,-1,-1,1,-1,,1,-1,-1,0,-1,-1,,,1,,,,,,,0,,,1,1,,,,1,,,1,0,,1,1,0,,,,,-1,,0,-1,,,0,0,1,1,0,0,1,,,,0,,,0,,,1,1,,-1,,1,,-1,0,,,1,1,,1,1,1,1,1,1,0,0,-1,,1,1,,1,1,,,,,0,,1,1,,,,,,1,-1,1,1,,,0,,0,1,,,,0,,,,,,,,,,,,,,,,,
322,0,0,105,75,24,,1,,0,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,-1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,-1,1,1,-1,,,1,-1,1,1,1,1,1,,1,,1,,,1,,,1,0,,1,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,-1,,1,,1,1,1,1,1,0,,,,,1,-1,1,1,1,,1,0,1,1,-1,,,0,,,,,,,,,,,,,,,,,
323,1,1,106,46,36,,1,,1,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,0,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,,-1,,,-1,0,,,,-1,,-1,0,1,,-1,1,1,,,,,1,-1,1,-1,,,-1,0,1,-1,-1,1,-1,,1,,1,,,-1,,,1,-1,,0,-1,1,,1,1,,,-1,1,1,1,1,1,1,0,1,1,1,1,,1,-1,,1,1,,-1,,-1,-1,-1,-1,-1,-1,,,,,1,1,1,-1,-1,,-1,0,-1,1,-1,,,0,,,,,,,,1,,,,,,,,,
327,0,0,32,21,3,,1,,,,,,,,,,,1,,,,,,,,0,,,,1,1,1,,0,1,,,,-1,,1,1,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,-1,,1,,-1,,,,,1,1,,,,,,0,,,,,,,,,0,,1,,1,0,,,,,,,,,,1,,1,1,,,0,1,,,,,0,,,,,,,,,,,,,,,,,
328,1,2,61,6,9,,0,,0,,0,-1,-1,,,0,0,0,-1,,0,,0,,0,,0,,1,0,,0,,0,,,,,,,,,,0,0,,,1,,,,,,,,,,,0,,,,,,,,,,-1,0,0,,,,,,0,0,-1,,,0,0,0,,,,,,0,,,,,0,,,0,0,,0,-1,,,0,0,,,0,0,0,0,0,0,,,,,1,-1,,,0,,,,,,,0,0,0,0,1,-1,,,,,,,0,0,0,,-1,0,,,,,,0,,,,,,1,1,,,,,,,,,,
329,0,0,120,50,21,,-1,,1,-1,0,1,-1,1,1,1,-1,1,1,-1,-1,1,0,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,0,,,1,0,,,,0,,-1,-1,1,,1,1,1,,,,,-1,1,0,-1,,,0,1,1,1,-1,0,1,,1,,1,,,0,,,1,1,,0,1,0,,-1,0,,,1,1,1,0,1,0,1,0,1,0,0,1,,1,1,,1,1,,1,,1,1,0,-1,0,0,,,,,1,0,1,0,1,,0,1,1,0,1,,,0,0,1,0,0,1,1,1,-1,-1,0,1,1,,,-1,0,1
330,1,2,107,60,26,,1,,1,1,1,1,1,-1,-1,1,1,1,1,1,1,-1,1,0,1,1,1,1,0,0,1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,,0,,,,,,,1,,,0,1,,,,1,,1,1,1,,-1,1,-1,,,,,0,1,1,-1,,,1,1,0,0,-1,1,0,,-1,,1,,,1,,,1,1,,-1,0,1,,1,0,,,1,1,0,0,0,1,1,0,1,1,-1,1,,-1,1,,1,-1,,1,,1,1,0,1,0,-1,,,,,1,1,1,0,-1,,0,0,-1,-1,1,,,0,,,,,,,,,1,1,,,,,,,
331,0,0,41,33,8,,1,,,1,,1,,1,1,,,1,,1,,1,1,,,,,,-1,,1,1,1,,-1,-1,,-1,-1,,,1,-1,,,,,1,,,,,,,1,,,,,,,,,,1,,,,1,,1,,,,,,,,-1,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,1,,1,,1,,,,1,,,,,,,,1,,,,,,,1,,1,1,,,,,,,1,,1,,1,,,,-1,,,1,,,,,,,,,,,,,,,,,
333,0,0,55,40,11,,1,,,1,,,1,1,1,,-1,1,,,-1,0,,,0,-1,,1,,0,,,-1,,,,1,-1,1,,-1,,,-1,,-1,,,,,,,,,,,,1,1,,,,,,-1,,1,,,,,,,,,,,,,,,,1,-1,,,,,,1,,,,,1,,,1,-1,,,,1,,1,1,,,1,1,,,1,,,1,1,1,1,1,,1,1,,,,,,,1,1,,,1,1,,,,,,1,1,1,1,,0,,1,1,,,,,,,,,,1,,,,,,,,,,,
334,0,0,108,62,21,,1,,0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,-1,0,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,,,,,,,-1,,,1,0,,,,1,,1,1,1,,-1,1,1,,,,,-1,1,1,-1,,,1,-1,0,1,0,1,1,,1,,0,,,0,,,1,0,,-1,1,1,,0,1,,,1,1,1,1,0,1,1,1,1,0,0,1,,1,0,,1,0,,1,,1,1,0,-1,0,-1,,,,,1,1,1,1,1,,0,1,-1,1,1,,,0,,,,,,0,0,0,,,,,,,,,
335,0,0,98,62,20,,-1,,1,,,,,1,1,0,-1,1,1,0,0,1,1,0,1,0,0,-1,,1,1,1,,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,0,1,1,,,,,0,-1,1,-1,,,1,-1,1,1,1,1,1,,1,,0,,,1,,,1,0,,-1,1,1,,-1,1,,,1,1,1,,1,1,1,1,1,0,0,0,,,1,,1,1,,,,1,1,1,1,1,1,,,,,1,0,1,1,1,,1,-1,1,1,1,,,,,,,,,0,0,-1,,,,,,,,,
339,0,1,117,60,29,,1,,0,-1,1,1,-1,1,1,-1,-1,0,1,-1,-1,1,1,0,0,-1,-1,-1,-1,1,1,0,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,,1,,,,,,,0,,,1,1,,,,1,,0,0,1,,1,1,1,,,,,1,-1,0,-1,,,1,1,-1,1,1,1,1,,1,,0,,,0,,,1,1,,-1,1,1,,-1,-1,,,1,1,1,1,0,0,1,1,0,-1,1,0,,0,1,,1,1,,1,,1,0,0,0,0,0,,,,,1,1,1,1,1,,0,0,0,1,1,,,-1,1,1,1,0,1,1,0,0,-1,0,1,1,,,,,
345,0,0,117,78,19,,0,,0,-1,0,1,1,1,1,1,-1,1,1,-1,0,1,1,0,0,-1,1,-1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,0,1,1,-1,,,1,0,1,1,0,0,1,,1,,0,,,1,,,1,1,,1,1,0,,-1,1,,,0,1,1,0,1,1,1,1,1,0,1,1,,1,1,,1,1,,1,,1,1,1,1,1,1,,,,,1,0,1,0,1,,1,1,1,1,1,,,1,1,0,1,1,1,1,1,1,0,1,1,1,,,,,
351,1,0,108,50,56,,1,,1,,1,-1,-1,1,1,1,1,1,1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,,-1,1,,-1,,,,,,,-1,,,1,-1,,,,1,,,,1,,-1,1,1,,,,,-1,-1,1,1,,,1,-1,-1,-1,-1,1,-1,,1,,1,,,-1,,,-1,-1,,-1,-1,1,,-1,1,,,1,1,1,1,1,1,1,0,1,-1,-1,-1,,1,-1,,1,,,-1,,1,,-1,-1,-1,-1,,,,,1,1,1,1,1,,,-1,,1,-1,,,-1,-1,1,1,-1,,1,-1,-1,-1,-1,-1,-1,,,,,
352,0,0,117,70,47,,-1,,-1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,,1,,,,,,,1,,,-1,1,,,,1,,1,-1,1,,-1,1,1,,,,,-1,-1,1,-1,,,1,1,-1,1,-1,1,-1,,1,,1,,,1,,,1,-1,,-1,-1,1,,-1,1,,,1,1,1,1,-1,1,1,-1,1,1,-1,1,,1,1,,1,1,,1,,1,-1,1,1,1,-1,,,,,1,-1,1,1,1,,1,-1,1,1,-1,,,1,1,1,1,1,1,-1,-1,1,-1,1,1,-1,,,,,
355,0,0,94,53,20,,1,,1,0,1,1,0,1,1,,-1,1,1,-1,0,1,1,0,1,-1,-1,-1,-1,0,1,,-1,1,-1,1,-1,-1,-1,-1,,1,-1,-1,-1,,,0,,,,,,,1,,,1,,,,,1,,1,,1,,,1,,,,,,0,1,1,,,,1,1,1,1,,0,-1,,,,0,,,0,,,1,0,,,,1,,0,1,,,,1,1,1,1,,1,0,1,0,,0,,,0,,1,,,-1,,1,0,1,1,1,1,,,,,1,-1,1,1,1,,,0,,,0,,,1,,1,1,1,,0,1,-1,-1,1,1,0,,,,,
356,0,0,117,77,19,,0,,1,1,1,1,1,1,1,1,-1,1,1,0,1,0,1,0,1,-1,1,0,0,1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,0,1,,1,1,0,,,,,-1,1,1,-1,,,1,1,1,1,1,0,1,,1,,1,,,1,,,1,0,,-1,0,1,,0,1,,,1,1,1,1,1,1,1,-1,1,0,0,1,,1,1,,1,1,,1,,1,1,0,1,1,1,,,,,1,1,1,-1,1,,0,1,1,0,1,,,0,0,1,1,1,1,0,0,-1,1,1,1,1,,,,,
357,0,0,101,36,7,,1,,0,-1,,1,,1,1,0,0,1,1,-1,0,0,1,0,0,-1,-1,-1,0,0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,,0,,,,,,,0,,,1,0,,,,0,,0,0,0,,1,1,1,,,,,0,0,,,,,1,1,-1,1,,0,0,,1,,0,,,0,,,1,1,,0,1,0,,0,0,,,,1,1,0,1,,1,0,1,0,0,1,,0,1,,1,0,,0,,1,0,,,0,0,,,,,1,1,,1,1,,0,0,1,1,,,,0,0,1,1,0,1,,0,0,-1,,0,0,,,,,
359,0,1,118,71,31,,1,,1,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,1,1,0,1,-1,-1,-1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,,-1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,1,0,1,1,,,1,0,-1,1,1,0,0,,0,,0,,,-1,,,1,1,,-1,1,1,,0,1,,,0,1,1,1,1,1,1,1,1,0,1,0,,1,1,,1,1,,1,,1,0,1,-1,0,-1,,,,,1,-1,1,1,1,,1,-1,-1,1,-1,,,1,1,1,-1,1,0,1,-1,-1,0,1,0,1,,,,1,
360,0,0,117,55,19,,1,,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,-1,-1,0,1,1,-1,0,-1,0,-1,-1,-1,-1,1,1,-1,-1,0,-1,,1,,,,,,,1,,,1,1,,,,1,,0,1,1,,0,1,1,,,,,-1,1,1,-1,,,1,0,0,-1,-1,0,0,,1,,0,,,0,,,1,-1,,0,-1,1,,1,0,,,0,1,1,1,1,0,1,0,1,0,0,0,,0,0,,1,1,,0,,1,1,1,0,1,0,,,,,1,0,1,1,1,,1,0,-1,1,0,,,0,1,1,1,1,1,1,0,0,0,0,1,-1,,,,,
361,0,0,87,50,34,,-1,,,0,1,,1,1,1,,,-1,,-1,,1,1,-1,1,-1,-1,-1,,1,1,,,1,-1,,-1,-1,,1,-1,1,,-1,1,-1,,1,,,,,,,1,,,1,,,,,1,,1,-1,1,,1,,-1,,,,,-1,-1,,-1,,,1,,,,-1,-1,1,,-1,,,,,,,,1,1,,-1,1,1,,,0,,,1,1,1,,,,1,1,1,-1,1,-1,,1,1,,1,,,-1,,1,1,-1,,1,,,,,,1,1,-1,1,,,1,-1,,-1,1,,,-1,-1,1,1,-1,1,-1,0,1,-1,1,1,,,,,,
364,0,0,84,52,28,,1,,,-1,1,,-1,1,,,1,,1,-1,-1,1,,,1,1,-1,,-1,1,-1,-1,1,,,,,-1,-1,0,1,0,0,-1,,0,,-1,,,,,,,1,,,,1,,,,1,,-1,,1,,-1,1,1,,,,,1,1,,-1,,,1,,1,,-1,1,1,,-1,,-1,,,-1,,,1,,,-1,,1,,1,1,,,,,1,1,1,1,,1,,1,-1,1,,1,,,1,,,1,,1,-1,,,,1,,,,,1,-1,1,1,1,,1,,-1,1,1,,,-1,1,1,1,,,1,1,,-1,1,-1,-1,,,,,
369,0,0,120,52,29,,-1,,0,0,1,1,1,1,-1,1,0,1,1,0,0,0,1,0,1,0,-1,-1,-1,1,0,-1,-1,0,-1,-1,-1,-1,-1,0,-1,1,-1,-1,-1,-1,,0,,,,,,,0,,,1,0,,,,1,,0,1,1,,-1,1,1,,,,,-1,1,0,-1,,,1,-1,-1,0,0,0,0,,1,,0,,,-1,,,1,0,,1,1,1,,0,1,,,1,1,1,1,1,0,1,1,1,0,-1,1,,1,0,,1,0,,0,,1,0,0,0,1,-1,,,,,1,1,1,1,1,,0,0,0,1,0,,,1,0,1,1,1,1,-1,0,-1,0,-1,1,0,,,-1,1,1
373,0,0,120,66,54,,1,,1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,-1,1,1,,1,1,1,,,,,1,1,1,-1,,,1,-1,1,-1,-1,1,-1,,1,,-1,,,-1,,,1,1,,-1,1,1,,1,-1,,,-1,1,1,1,-1,1,1,-1,-1,-1,1,1,,-1,1,,1,1,,1,,1,1,-1,-1,1,1,,,,,1,-1,1,-1,1,,1,1,-1,1,-1,,,1,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,,,1,1,1
374,0,0,76,40,14,,1,,0,,1,1,1,1,1,0,-1,,,-1,0,0,,1,1,,-1,-1,-1,0,,1,-1,,-1,1,,-1,-1,,1,-1,0,1,,-1,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,0,,,,,,,1,0,,,1,0,,0,,0,,,1,,,1,0,,0,1,1,,-1,,,,1,1,,,,1,,,1,,0,,,,1,,1,,,1,,,1,0,0,1,0,,,,,1,,1,1,1,,1,0,1,,,,,-1,,,,0,1,0,0,0,-1,1,1,1,,,,,
376,0,0,88,48,13,,1,,1,-1,0,1,,1,1,1,1,,1,0,,1,1,,,0,-1,0,-1,0,-1,,1,-1,1,1,-1,-1,-1,-1,1,,,-1,1,1,,0,,,,,,,1,,,1,1,,,,1,,,0,1,,1,1,,,,,,-1,1,1,0,,,1,0,,1,,1,-1,,1,,,,,0,,,,0,,,,,,0,1,,,1,1,1,,,,1,1,1,1,0,0,,0,0,,1,1,,0,,0,,0,0,1,,,,,,1,,1,,,,0,,,1,-1,,,0,1,1,1,0,1,0,,,0,,,0,,,,0,1
378,0,0,120,65,41,,-1,,0,-1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,-1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,,1,,,,,,,1,,,-1,1,,,,1,,1,-1,1,,1,0,1,,,,,-1,0,0,-1,,,1,-1,-1,1,-1,0,-1,,1,,-1,,,-1,,,1,1,,-1,1,1,,0,0,,,1,1,1,1,1,1,1,1,1,1,1,1,,0,-1,,1,1,,1,,1,1,1,1,-1,-1,,,,,-1,-1,1,1,1,,1,0,-1,1,-1,,,0,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,,,-1,-1,1
379,0,0,120,90,15,,1,,1,0,1,1,1,1,1,1,-1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,-1,-1,-1,0,1,-1,-1,1,1,1,-1,-1,-1,-1,,1,,,,,,,1,,,1,1,,,,1,,1,1,1,,1,1,1,,,,,0,1,1,-1,,,1,1,1,1,1,1,1,,1,,1,,,1,,,1,1,,1,1,1,,0,1,,,1,1,1,1,1,1,1,1,1,1,0,1,,1,1,,1,1,,1,,1,1,1,1,1,1,,,,,-1,1,1,1,1,,1,0,1,1,1,,,0,0,1,1,1,1,1,0,-1,-1,1,1,1,,,-1,1,1
